price,freight_value
59.9,15.17
25.2,7.92
44.9,34.15
99.9,14.43
199.9,54.0
25.99,7.44
198.9,8.65
67.8,22.97
75.0,14.11
75.0,14.11
189.9,18.0
7.5,16.11
369.9,33.34
66.0,12.8
191.0,16.22
514.99,12.78
72.0,13.62
135.0,14.29
67.91,19.72
89.9,13.18
14.9,15.23
2350.0,105.12
259.0,16.91
109.9,17.48
7.0,12.48
21.2,19.04
39.9,18.23
29.5,20.84
89.0,17.87
44.99,18.23
44.99,18.23
44.99,18.23
45.0,13.61
219.9,51.79
289.9,23.96
69.99,18.06
62.7,16.07
17.9,12.79
95.0,15.55
79.99,39.95
39.99,13.71
58.9,8.11
78.0,7.41
69.9,13.08
69.9,13.08
113.9,18.05
69.9,7.87
49.49,8.27
99.0,18.26
59.42,16.67
69.9,15.7
48.8,15.1
99.99,21.1
129.97,8.49
154.0,21.72
315.0,25.82
319.9,56.32
26.9,15.1
553.99,49.18
553.99,49.18
49.0,7.39
73.9,23.32
73.9,23.32
23.99,7.39
34.9,17.17
96.0,10.85
19.99,21.69
29.9,7.79
72.9,19.42
299.0,41.02
190.0,21.75
129.99,17.16
29.9,8.11
23.7,15.23
45.9,12.69
85.7,59.61
69.9,14.58
899.0,16.9
119.97,29.98
56.99,15.15
56.99,15.15
57.39,9.34
34.49,7.78
48.9,15.56
134.99,16.7
134.9,16.7
89.8,18.21
93.0,7.91
93.0,7.91
219.99,35.7
219.99,35.7
29.9,26.89
47.71,15.2
89.9,21.28
89.9,21.28
89.9,21.28
34.9,20.84
145.0,30.05
21.99,15.25
25.0,14.11
119.9,10.05
54.9,22.96
198.99,19.49
57.99,13.43
154.9,61.36
79.9,11.76
84.9,17.84
105.0,8.35
29.99,18.23
29.99,18.23
29.99,15.1
359.0,24.83
49.0,7.6
235.9,40.73
235.9,40.73
49.9,7.78
49.9,7.78
50.0,15.23
18.9,15.23
69.0,18.58
69.9,15.56
29.99,18.23
35.0,7.78
19.9,7.55
39.0,9.34
13.99,14.1
29.99,15.23
92.0,14.73
26.9,22.12
79.99,23.36
79.9,18.66
119.0,25.48
49.0,14.44
49.0,14.44
31.9,15.56
44.0,14.1
109.9,15.84
49.39,12.69
139.99,18.23
55.0,7.65
109.9,16.96
129.9,9.72
129.9,9.72
24.99,7.44
99.99,30.66
159.0,4.02
200.0,69.55
99.9,13.72
45.0,7.78
69.9,12.43
294.0,13.56
144.99,47.93
39.0,7.53
19.9,18.23
99.0,35.06
99.0,24.82
179.9,21.71
99.9,13.38
59.9,19.66
50.0,19.54
169.9,22.66
64.0,13.11
59.99,15.18
199.0,22.25
225.91,22.72
219.0,22.39
219.0,23.26
104.99,47.26
99.9,7.95
91.55,8.22
23.9,18.27
69.9,11.88
45.0,11.85
198.9,12.0
18.9,37.04
69.9,0.0
32.9,12.79
119.9,16.54
29.99,8.72
119.0,25.31
49.9,22.28
81.5,13.93
24.9,10.96
18.9,7.55
149.99,57.28
19.9,14.1
26.9,16.11
105.0,9.85
64.5,17.19
9.6,16.11
9.6,16.11
9.6,16.11
9.6,16.11
9.6,16.11
9.6,16.11
129.9,16.02
49.0,7.39
50.9,14.29
29.9,7.47
34.89,12.79
90.0,37.32
199.9,24.27
159.9,18.7
109.9,18.69
199.9,18.7
19.9,12.48
102.0,10.13
79.9,17.81
31.5,15.32
13.9,8.88
46.0,15.23
367.0,53.29
83.9,13.61
24.9,15.1
59.9,17.67
79.99,15.46
89.99,45.09
69.99,9.34
74.8,17.77
149.9,15.36
146.21,19.99
113.54,18.9
13.65,15.1
33.85,11.85
238.9,20.97
299.9,16.85
97.9,12.19
610.0,37.54
64.9,19.15
46.99,14.08
94.9,16.42
69.9,0.0
69.9,0.0
43.9,11.85
29.9,8.96
144.99,25.56
17.9,16.05
100.46,7.89
109.0,23.3
86.9,24.82
39.9,19.84
39.9,19.84
45.9,10.72
50.9,14.67
5.99,16.11
379.0,71.53
379.0,71.53
6.0,7.78
191.4,75.07
9.83,15.1
79.99,23.36
129.0,34.7
24.5,22.1
179.99,18.51
29.99,11.85
220.0,38.68
34.9,10.96
59.9,15.17
169.99,14.53
19.9,8.72
101.7,15.92
229.9,16.71
23.65,14.08
100.0,7.96
100.0,7.96
45.9,17.92
23.99,7.78
41.33,14.52
99.9,14.43
99.9,14.43
79.0,17.8
120.0,15.94
74.9,16.28
79.9,19.75
59.9,13.44
730.0,30.09
45.0,19.04
450.0,16.9
229.99,39.16
39.9,14.1
39.9,14.1
39.9,14.1
299.99,12.96
70.97,17.75
49.99,22.28
19.9,34.15
99.9,16.46
79.99,23.14
47.7,8.72
27.99,37.04
112.0,9.6
104.9,9.55
19.9,12.79
99.0,14.42
59.9,26.89
21.99,17.63
45.0,15.1
50.9,27.74
36.49,12.92
99.0,23.27
99.0,23.27
199.9,21.89
89.9,11.83
144.9,12.22
134.9,9.86
89.9,16.39
22.0,7.94
22.9,8.88
125.0,12.37
59.9,9.74
29.9,7.71
279.0,18.39
155.0,151.2
114.9,12.71
339.9,9.56
49.9,37.9
107.0,25.24
78.0,11.17
79.0,13.57
39.0,8.88
39.0,8.88
31.9,14.1
38.34,14.57
179.0,25.12
109.9,14.37
19.9,12.48
139.99,25.72
129.99,16.01
119.9,27.16
89.99,16.39
90.0,21.08
90.0,21.08
22.9,16.11
126.12,15.63
119.99,39.11
122.99,20.05
425.99,59.24
155.0,19.19
79.0,26.63
23.99,7.78
12.0,7.39
129.9,77.93
29.99,21.15
185.0,48.01
179.98,116.88
26.14,9.36
81.56,9.37
55.99,15.27
299.0,34.92
90.0,14.72
59.9,17.67
34.9,11.85
29.0,12.86
35.0,17.06
139.9,23.78
189.9,8.51
29.9,17.78
99.9,16.95
51.92,16.12
51.92,16.12
89.9,17.88
24.99,7.78
133.9,15.79
89.9,17.88
156.94,61.58
790.0,21.29
348.8,16.19
129.99,15.66
1045.0,314.4
37.9,15.1
169.0,17.92
149.0,17.78
120.0,7.94
204.0,23.83
39.9,26.61
49.9,19.32
35.9,9.74
14.49,7.87
45.0,17.6
89.9,21.12
225.0,36.72
49.9,19.54
68.5,17.73
45.0,18.23
388.0,15.27
69.0,17.61
19.9,9.94
89.9,17.07
159.0,14.86
50.0,8.72
50.0,8.72
194.9,39.26
34.99,15.1
38.0,16.11
74.0,52.65
599.0,17.94
14.9,15.1
79.0,15.3
69.0,23.06
69.0,23.06
69.0,23.06
69.0,23.06
89.0,12.12
104.0,15.48
649.0,211.66
170.0,10.32
79.0,15.31
179.49,19.95
69.2,20.97
25.0,13.34
25.0,13.34
16.9,11.85
16.9,11.85
37.5,8.27
44.9,12.61
49.95,15.1
73.9,15.27
26.07,35.67
56.99,8.72
19.8,8.3
197.5,21.65
29.0,18.23
39.8,23.0
59.9,19.39
59.9,19.39
59.9,19.39
59.9,19.39
59.9,19.39
119.9,27.21
149.9,10.88
98.9,18.0
93.0,15.86
29.0,16.79
229.99,18.86
99.99,16.95
487.9,21.3
134.9,33.39
46.4,15.11
99.97,19.76
169.9,15.95
169.99,18.76
24.9,12.48
56.0,14.56
134.9,53.3
73.9,13.86
29.99,14.1
725.0,20.3
11.99,15.1
162.5,16.24
15.0,12.79
34.9,12.96
34.9,12.96
34.9,12.96
34.9,12.96
110.0,26.05
199.9,9.75
949.99,32.42
9.99,7.78
55.0,22.89
170.0,39.46
180.49,15.44
104.9,7.72
180.49,15.44
24.4,5.41
39.9,5.41
39.9,13.51
32.9,22.86
55.0,22.86
29.0,18.23
30.0,12.79
59.9,20.69
69.9,13.08
39.0,16.79
144.99,12.22
146.99,43.26
149.0,14.79
248.99,60.29
35.9,11.62
29.9,18.23
185.81,27.84
93.9,17.91
39.9,7.54
78.0,7.8
69.9,19.98
69.0,18.58
134.9,19.91
29.9,8.37
45.9,8.27
59.9,15.18
29.9,18.31
34.9,9.34
13.3,16.79
13.3,16.79
84.44,8.92
84.44,8.92
91.0,47.17
29.45,8.37
79.99,9.49
159.0,41.87
54.9,15.48
54.9,15.48
148.75,14.06
23.3,37.04
23.9,18.28
25.0,10.96
19.99,7.78
29.98,18.23
130.8,15.73
147.99,15.73
229.99,18.86
219.0,29.57
35.9,9.15
35.9,9.15
12.9,2.29
35.9,9.15
35.9,9.15
53.9,10.13
68.0,15.23
119.9,13.74
129.0,38.45
70.0,16.25
24.99,12.84
24.99,12.84
27.99,7.78
120.0,23.77
120.0,23.77
46.2,18.42
27.9,16.79
39.99,18.38
16.99,22.06
89.99,18.21
55.9,20.88
14.6,18.23
61.9,18.0
219.9,18.79
329.9,41.64
99.99,24.75
99.9,11.14
29.5,15.98
19.99,20.8
88.0,23.17
199.0,42.15
120.0,12.34
32.0,22.11
65.5,22.11
70.97,13.52
21.9,15.1
21.9,15.1
89.0,17.87
72.9,18.09
299.0,15.84
127.5,11.91
264.5,10.21
119.6,38.36
119.6,38.36
124.9,20.06
197.8,19.26
12.0,22.06
19.9,18.23
244.0,10.46
109.9,25.26
69.9,14.24
49.88,17.6
29.9,23.28
29.9,23.28
29.9,23.28
63.72,17.7
30.99,12.79
30.99,12.79
99.99,9.69
249.0,17.04
136.0,14.72
114.9,23.6
399.0,17.54
399.0,17.54
149.9,19.4
52.99,19.34
52.99,19.34
249.9,8.61
149.9,17.2
176.99,45.7
139.99,45.44
150.0,17.96
84.9,15.35
23.8,15.79
239.0,24.47
13.98,15.79
29.0,8.36
89.9,50.5
69.9,0.0
99.9,16.46
99.99,11.72
73.39,13.53
44.0,7.57
49.9,14.16
92.34,23.23
85.0,60.74
259.0,60.74
18.0,16.79
18.0,16.79
18.0,16.79
159.49,7.98
39.0,8.43
330.0,20.41
99.99,15.45
27.0,17.99
72.0,13.62
74.8,17.77
97.0,43.16
70.9,15.6
75.0,16.97
129.15,44.7
144.99,31.66
84.99,51.09
19.83,17.0
39.9,19.24
19.83,17.0
39.9,19.24
19.83,17.0
39.9,19.24
25.0,28.62
68.0,1.97
45.9,14.1
29.9,7.47
72.99,17.76
53.9,21.35
53.9,21.35
144.9,43.42
179.99,45.72
39.99,8.88
49.0,17.67
134.9,15.7
198.0,14.41
198.0,14.41
168.99,13.74
64.99,11.06
494.99,19.71
129.0,46.39
55.9,13.75
21.1,7.41
169.0,15.27
499.99,22.99
245.0,20.4
299.0,23.8
550.0,145.99
34.3,8.11
179.9,25.61
59.9,28.82
49.0,15.1
257.57,38.94
119.0,19.74
119.0,19.74
48.9,19.53
149.0,51.33
64.9,16.89
79.9,17.04
35.5,8.27
119.9,18.09
39.99,67.92
60.0,0.45
29.0,14.1
29.0,14.1
233.0,14.75
75.0,13.08
189.0,35.12
69.9,20.98
175.91,11.4
175.91,22.58
89.9,18.51
69.77,15.24
17.9,15.1
12.99,14.1
1299.9,25.54
0.85,18.23
159.94,55.39
41.95,8.98
41.95,8.98
73.87,22.23
39.0,12.69
22.99,28.75
48.9,12.48
47.5,8.72
12.5,25.63
39.0,24.35
39.99,19.32
79.0,75.99
30.0,13.71
119.4,8.09
28.89,30.77
89.99,16.39
170.0,12.69
199.89,12.02
34.99,15.1
50.9,16.12
105.0,7.99
25.0,7.87
32.9,31.44
32.9,31.44
79.9,25.4
24.99,17.63
29.5,13.08
369.0,54.13
99.0,13.71
219.0,17.29
229.99,14.16
35.0,15.23
325.0,21.51
250.0,16.5
116.94,36.38
106.94,36.38
39.9,25.63
32.9,23.03
21.9,12.81
26.9,24.84
150.0,15.8
39.99,26.43
166.99,23.49
24.9,7.78
369.0,17.65
120.42,16.6
61.8,13.79
83.9,14.32
39.99,11.48
19.9,3.45
58.99,20.81
39.99,11.85
339.0,17.12
160.0,19.22
32.0,8.97
149.8,32.65
54.99,14.13
124.7,38.92
179.49,10.07
35.0,15.1
49.9,19.59
47.9,18.94
47.9,18.94
150.0,14.8
149.98,45.04
38.89,22.06
259.0,20.4
599.65,16.2
45.0,16.11
55.0,1.39
49.0,13.85
188.1,45.17
188.1,45.17
139.9,44.78
56.99,8.72
13.65,7.39
199.0,12.88
450.0,17.9
75.0,15.43
75.0,15.43
75.0,15.43
46.5,13.37
46.5,13.37
69.99,15.25
150.0,8.3
349.9,48.98
355.9,18.25
100.0,14.29
35.0,9.34
49.9,13.37
59.9,14.86
100.8,25.55
149.0,31.79
105.0,19.7
47.9,16.32
54.0,14.55
79.9,7.81
215.97,23.83
139.0,14.72
169.0,48.26
150.0,10.08
165.0,15.12
23.4,26.67
23.4,26.67
232.75,24.43
69.9,14.07
18.9,19.04
77.9,23.35
42.0,17.06
13.47,22.85
139.99,16.85
35.0,21.15
44.9,11.85
27.9,18.23
299.9,19.35
94.9,18.23
49.9,14.1
99.99,23.5
239.99,22.17
134.0,13.64
149.0,36.55
14.9,15.1
16.8,7.78
16.8,7.78
16.8,7.78
59.9,25.92
53.9,17.63
80.0,12.06
39.9,16.02
39.9,16.02
9.99,16.02
9.99,16.02
304.9,16.88
79.0,17.62
79.0,17.62
49.9,1.76
79.0,17.62
89.9,15.38
29.8,8.37
24.99,7.78
24.99,7.78
149.97,34.59
69.0,19.45
18.9,18.23
59.9,18.73
99.9,13.72
89.49,8.37
89.49,8.37
81.0,17.31
189.99,16.54
99.0,38.47
249.9,20.94
125.0,16.63
102.0,17.62
987.0,19.34
39.9,15.1
99.0,14.86
340.0,67.19
34.0,12.54
59.9,11.73
83.9,14.32
199.9,22.4
199.9,22.39
44.9,9.06
63.9,13.11
23.8,7.78
45.99,17.6
13.65,14.1
18.99,15.65
54.0,9.44
189.0,38.23
239.0,16.52
12.97,8.88
299.0,19.34
94.9,47.19
49.9,46.91
58.9,7.04
5.6,15.1
99.9,13.72
126.99,16.59
49.9,9.34
22.9,11.85
103.97,25.04
103.97,25.04
159.9,9.28
65.0,18.56
232.99,62.37
232.99,62.37
25.0,7.78
56.99,16.16
89.63,13.07
16.9,9.99
16.9,9.99
16.9,9.99
16.9,1.15
98.99,15.8
59.9,17.67
19.9,12.48
19.9,12.48
118.0,21.01
18.9,10.96
173.9,9.57
119.9,18.09
37.0,14.1
37.0,14.1
74.9,215.43
129.0,12.32
115.9,42.87
69.68,16.93
8.5,11.73
399.99,19.05
79.99,10.94
18.99,15.1
18.99,15.1
16.99,7.39
816.9,17.22
579.9,16.5
25.99,15.11
148.91,18.61
16.9,18.23
113.99,21.45
113.0,17.88
169.99,21.84
129.0,18.15
129.9,16.54
179.9,34.12
149.9,18.3
29.9,7.47
94.9,18.23
55.0,7.78
109.9,12.72
35.9,8.41
29.99,50.85
12.9,14.1
419.0,60.79
48.9,19.53
84.99,15.35
89.6,13.99
99.0,44.49
24.9,15.1
55.0,18.19
599.9,26.78
79.9,18.44
37.9,16.32
69.5,22.42
329.0,19.43
219.99,18.17
34.99,7.78
238.0,17.92
269.0,8.75
106.3,13.18
164.9,14.9
58.9,19.6
24.99,15.1
175.0,12.73
161.5,16.76
309.9,16.92
110.32,13.43
145.0,15.76
99.9,23.57
375.0,19.54
149.0,13.62
129.9,98.02
189.9,14.91
109.9,19.05
43.0,15.11
189.98,17.09
189.98,17.09
185.0,19.4
40.0,7.71
527.9,54.42
379.99,20.76
32.99,7.39
89.9,13.65
29.9,15.1
18.99,14.52
99.0,20.84
52.99,12.71
245.0,16.46
15.49,18.23
48.9,18.6
49.9,19.04
24.9,14.52
130.0,15.79
159.0,38.95
40.0,11.42
18.9,15.23
115.0,15.69
186.9,18.31
186.9,18.31
49.9,26.43
49.9,26.43
45.95,7.58
59.9,17.67
299.0,19.97
128.59,28.42
133.0,28.42
53.9,32.45
53.9,32.45
5.49,7.87
199.9,34.94
89.9,7.88
45.0,15.56
45.0,15.56
45.0,15.56
45.0,15.56
67.0,19.66
35.9,50.85
22.99,22.06
49.0,15.1
49.0,15.1
49.0,15.1
69.9,15.24
61.0,15.19
215.0,18.42
59.99,7.78
23.99,18.27
65.9,18.03
38.9,14.1
293.0,17.68
69.9,24.84
33.0,18.28
49.99,17.06
48.9,12.69
89.57,18.0
314.9,16.95
29.9,18.23
199.9,28.35
153.0,18.57
77.0,14.29
44.9,10.66
72.0,17.75
36.5,23.06
19.9,15.1
89.9,16.88
89.0,16.06
69.9,15.24
99.9,0.0
277.0,14.28
159.77,16.88
149.9,9.24
59.9,19.66
129.0,33.35
23.0,19.04
12.99,9.34
104.4,15.48
92.5,13.55
122.99,15.74
27.9,15.1
23.5,13.75
220.0,22.03
1250.0,40.79
78.0,8.74
139.99,69.91
29.0,10.96
750.0,61.51
164.9,25.64
89.0,14.79
94.8,57.33
79.99,18.44
160.0,11.75
29.9,18.23
14.9,12.48
44.49,15.1
69.9,31.23
56.1,19.58
249.99,16.5
65.0,14.2
27.3,7.87
153.0,23.65
56.99,17.68
65.0,12.89
21.5,33.53
124.99,14.62
229.8,8.87
69.9,16.46
85.0,17.84
21.0,13.49
21.0,13.49
579.9,29.34
749.9,27.97
29.99,15.1
39.0,15.23
69.9,14.66
150.0,28.03
91.55,7.9
114.9,29.2
78.0,14.3
139.5,14.32
139.5,14.32
799.9,28.18
138.0,12.17
146.49,17.47
126.99,9.5
126.99,9.5
105.0,9.27
120.0,44.69
67.0,19.66
79.9,15.32
33.99,16.11
129.99,17.65
21.9,14.52
21.9,14.52
21.9,14.52
49.9,23.5
53.99,19.62
84.0,14.68
243.89,16.47
135.0,45.03
78.0,22.26
207.06,17.89
19.9,14.08
19.9,14.08
19.9,14.08
99.99,22.98
176.94,45.95
719.9,23.14
149.0,15.79
123.49,8.61
103.99,22.0
45.0,12.69
119.99,14.59
119.99,44.64
39.9,8.72
99.9,11.9
169.9,23.77
329.0,18.0
49.9,7.78
92.0,17.89
59.9,19.66
59.9,19.66
70.97,17.75
11.6,15.23
159.77,8.88
279.99,18.0
149.94,33.91
122.99,15.31
161.55,21.58
161.55,21.58
99.99,19.29
124.9,17.06
69.99,11.73
99.9,15.45
164.89,18.0
29.9,18.31
67.9,16.92
549.0,21.94
399.99,43.78
12.89,15.1
59.9,15.3
116.0,12.31
45.9,16.11
147.9,14.4
39.99,12.79
69.9,26.11
192.9,19.15
131.25,13.94
131.25,13.94
379.89,12.07
299.99,34.55
49.99,18.23
167.0,16.61
45.0,16.11
18.99,18.23
89.9,11.83
428.0,22.39
59.9,24.97
139.9,34.78
126.99,14.49
168.9,24.05
31.9,14.1
149.99,34.85
215.0,21.0
99.9,14.43
36.9,14.56
53.9,22.96
45.99,18.23
25.0,25.63
69.9,0.0
54.5,8.27
242.01,19.57
244.0,16.46
58.9,16.17
89.9,11.43
74.9,11.44
69.0,9.34
238.9,15.84
42.79,60.41
257.57,18.51
59.9,35.93
25.89,22.98
129.9,9.28
32.9,12.48
16.9,7.78
20.0,7.4
13.3,8.88
113.0,21.28
80.5,13.0
59.99,17.99
69.9,13.83
19.9,7.39
34.99,7.78
72.99,14.82
45.0,7.39
69.0,20.97
249.9,70.63
31.99,15.32
19.99,7.78
98.0,9.44
89.99,11.79
215.5,14.53
95.0,13.01
99.0,8.85
99.0,8.85
99.0,8.85
69.99,8.29
52.5,17.94
29.99,7.39
9.0,14.1
79.0,14.3
23.8,14.1
84.9,23.17
70.0,15.37
13.65,12.79
59.0,12.54
75.99,19.77
69.9,17.74
89.99,19.82
44.9,8.47
73.5,17.76
59.9,20.91
39.9,14.52
59.9,15.18
299.0,16.94
75.0,21.02
89.0,17.87
219.9,14.56
129.9,17.65
26.15,16.79
29.9,11.85
39.0,15.11
584.4,18.84
49.99,8.72
503.34,47.98
139.9,58.84
170.0,15.94
43.9,19.91
40.9,20.95
109.0,0.03
24.99,18.28
24.99,18.28
85.9,19.84
104.9,23.6
135.0,17.51
69.9,0.0
205.0,26.27
210.0,10.28
49.99,26.89
72.75,13.23
110.0,14.16
42.0,16.6
117.9,18.93
58.99,7.67
35.0,8.41
56.99,14.15
85.0,17.59
59.0,1.72
60.0,28.6
572.0,64.74
69.9,19.98
13.0,25.63
38.0,11.85
13.47,15.23
15.99,14.1
18.9,9.43
29.89,32.99
45.9,8.27
219.0,14.55
36.35,2.18
189.9,21.84
42.65,21.84
94.9,19.36
87.99,20.67
309.56,22.66
189.0,16.07
149.9,19.59
119.0,27.13
17.9,18.23
39.9,14.1
49.9,7.78
18.9,15.1
110.32,19.46
199.0,16.27
113.57,18.04
108.0,9.77
1437.0,19.74
1437.0,19.74
49.99,13.71
55.0,18.49
110.0,16.53
43.0,18.4
49.9,22.28
49.9,22.28
289.9,66.84
67.0,17.0
139.9,24.59
36.8,34.15
7.9,9.34
79.0,24.16
54.9,18.26
54.9,18.26
75.0,24.98
75.0,13.08
105.0,16.04
79.0,49.08
53.9,59.55
34.9,15.79
49.9,42.76
49.9,42.76
68.9,21.11
68.9,21.11
648.0,53.66
30.0,8.96
50.0,15.11
120.0,17.28
49.9,9.09
138.0,48.41
82.99,13.6
210.9,49.16
109.9,14.52
29.99,7.78
38.99,14.52
145.9,18.9
109.0,38.31
59.9,17.67
79.9,23.36
33.5,12.48
22.99,14.1
24.99,15.1
105.6,16.67
299.0,20.19
23.9,7.43
69.0,11.87
659.0,30.87
32.0,22.98
49.9,11.85
110.32,8.03
110.32,8.03
112.5,29.83
75.0,15.28
119.9,14.44
56.9,15.15
79.5,22.43
59.9,19.39
129.99,9.25
129.9,15.66
145.0,23.59
145.0,23.59
159.99,16.0
58.0,17.69
118.0,15.58
24.9,10.96
16.9,15.1
56.99,15.15
66.99,27.75
41.99,18.23
124.9,15.18
858.0,13.26
19.3,18.24
269.0,26.72
169.9,15.94
9.9,16.79
590.0,19.43
229.99,14.16
75.0,13.08
75.0,13.08
29.99,25.63
39.9,8.72
39.9,8.72
39.9,8.72
80.0,17.81
37.0,13.71
89.99,17.88
45.9,14.52
65.0,15.33
28.0,15.1
10.9,8.72
299.9,33.19
39.9,15.1
39.9,15.1
82.5,49.6
14.99,7.39
133.0,14.51
30.0,12.69
42.99,19.32
26.0,16.11
119.99,7.7
24.99,7.78
144.9,17.72
59.0,13.07
59.0,13.07
19.9,7.39
89.0,25.46
102.9,11.93
120.0,15.01
75.0,8.37
89.99,54.38
59.9,13.84
64.9,17.3
749.9,23.13
49.99,15.53
129.0,31.93
64.8,12.89
29.9,22.85
99.9,15.46
46.99,16.11
49.92,15.56
32.9,13.37
69.9,0.0
159.0,59.55
18.9,12.48
66.0,19.65
149.9,21.54
99.9,0.0
24.95,16.11
29.0,8.63
55.0,21.58
29.0,8.63
19.9,14.1
69.9,50.15
49.0,18.44
49.0,18.44
27.9,7.94
279.8,16.84
119.9,18.09
19.69,15.23
39.0,14.1
22.49,14.1
54.9,14.55
59.9,15.17
90.0,9.38
199.97,53.41
18.9,16.11
46.0,22.93
58.9,11.8
26.99,8.72
99.25,20.72
351.0,20.72
38.9,15.1
38.9,15.1
89.9,17.88
14.9,7.78
79.0,13.57
85.9,19.57
44.49,7.78
39.0,8.88
122.99,15.61
93.9,17.61
119.9,18.41
54.99,26.92
16.8,15.1
16.8,15.1
289.99,62.31
58.9,18.29
75.9,20.92
159.9,13.78
89.49,15.38
17.49,7.87
35.9,7.87
89.9,7.69
89.9,7.69
34.0,13.82
38.9,16.11
199.0,0.0
80.9,18.67
28.0,15.1
21.9,15.1
97.9,20.42
109.0,8.92
109.0,8.92
184.0,19.39
115.9,26.89
215.56,23.83
215.56,23.83
66.99,27.53
70.47,13.85
89.0,16.06
32.9,7.39
46.0,14.63
22.0,14.1
89.5,15.32
94.56,18.85
140.0,12.48
99.0,18.93
26.9,26.89
99.99,18.94
27.99,7.39
149.9,18.93
35.0,15.65
53.9,12.52
15.0,18.23
19.9,18.23
119.99,23.42
399.99,23.6
29.9,11.23
75.0,16.78
129.0,13.94
129.99,18.34
21.0,11.85
219.99,18.0
65.06,16.22
159.0,28.06
39.9,16.79
144.99,12.22
18.9,12.48
69.9,11.99
190.0,19.21
99.0,31.0
1437.0,34.51
1200.0,37.81
92.99,0.01
37.9,30.49
26.9,12.48
26.9,12.48
49.0,18.44
89.9,17.88
94.45,23.24
35.4,16.6
11.55,7.78
38.97,16.11
116.9,18.92
180.0,16.33
85.0,16.84
915.0,178.52
59.9,25.5
78.9,12.19
59.9,25.5
233.0,16.39
24.99,17.63
24.99,17.63
45.9,12.69
59.99,15.17
49.0,19.32
79.99,16.32
449.99,13.76
59.9,19.66
29.9,7.71
19.9,11.85
45.0,12.69
45.0,17.45
109.9,32.37
29.99,12.79
499.9,16.76
329.9,37.86
55.2,56.87
84.99,21.08
97.79,15.43
122.99,15.74
39.9,15.1
849.9,18.29
99.18,9.44
35.97,15.1
44.9,18.23
149.99,17.3
85.0,18.02
250.0,62.49
39.9,14.1
99.99,20.61
225.0,13.07
82.17,38.33
130.0,11.93
130.0,11.93
110.0,18.85
39.99,18.23
158.9,23.04
88.0,22.33
79.0,23.7
69.9,9.24
29.0,15.23
119.99,17.58
74.9,11.54
92.9,20.97
149.9,13.18
27.9,10.96
259.99,49.26
49.99,16.11
108.9,14.49
379.9,68.61
259.0,20.11
29.9,15.11
53.0,12.29
53.0,12.29
179.99,24.06
189.9,69.01
24.89,15.79
49.9,15.1
24.99,16.79
119.99,16.47
249.9,78.77
28.9,15.79
1089.0,144.65
139.99,21.47
65.9,15.34
94.95,9.42
94.95,9.42
29.5,13.5
99.9,33.15
57.99,13.43
64.9,18.0
61.9,14.74
238.0,18.92
249.0,38.65
199.0,0.0
129.9,27.38
122.9,16.62
113.0,33.09
289.9,15.39
165.0,14.17
65.9,18.56
65.9,18.56
199.0,12.73
13.99,7.78
35.0,19.32
35.0,19.32
35.0,19.32
75.9,17.78
349.9,46.3
57.8,11.9
329.0,31.09
38.9,50.99
49.9,14.1
49.99,15.1
31.9,8.11
223.0,19.44
134.9,21.43
399.76,33.83
139.9,14.0
42.9,9.44
44.9,14.1
169.9,31.94
19.9,15.1
21.99,22.87
28.9,15.1
138.0,12.36
399.0,104.0
399.0,104.0
1375.0,34.12
24.9,7.43
699.99,162.4
199.99,17.84
87.0,27.89
87.0,27.89
153.2,16.83
49.98,15.45
49.98,15.45
49.98,15.45
119.86,21.12
84.89,21.12
105.99,20.82
439.0,24.78
43.8,14.1
23.9,23.28
23.9,23.28
23.9,23.28
23.9,23.28
23.9,23.28
128.0,14.24
179.0,19.13
69.9,16.12
34.9,11.85
79.0,26.85
78.0,7.81
28.0,8.27
58.99,14.16
139.96,46.47
119.9,18.09
79.99,15.66
100.99,15.02
94.06,41.42
99.9,11.79
99.9,11.79
122.3,19.3
118.9,5.07
64.99,14.2
120.0,49.37
269.99,196.94
189.0,36.31
79.99,15.31
27.99,21.06
69.9,21.06
69.99,3.15
63.49,11.83
114.9,18.05
114.9,18.05
114.9,18.05
799.9,18.79
99.0,27.01
59.9,23.22
19.9,11.85
49.99,12.79
89.9,25.12
89.9,25.12
159.9,20.61
49.9,20.99
72.9,18.08
27.9,7.46
37.0,12.92
87.9,13.74
77.9,23.35
19.9,8.27
79.0,13.57
44.9,22.24
155.0,19.19
209.99,53.48
699.6,57.03
69.9,0.0
220.0,25.95
184.22,20.26
67.99,16.68
67.99,16.68
169.9,15.36
136.9,15.71
55.9,8.11
143.54,23.87
179.0,90.12
33.9,8.99
1501.5,83.46
53.9,21.35
149.9,17.02
89.0,31.36
84.99,14.34
139.0,18.77
46.9,9.26
35.0,14.1
38.9,8.72
49.0,16.79
29.9,21.85
269.99,24.76
21.8,42.38
179.99,21.75
119.0,16.56
15.0,18.23
74.99,16.83
119.4,17.09
79.0,17.8
32.0,15.32
40.0,17.6
129.99,15.67
299.99,15.12
59.74,18.7
69.9,9.24
190.0,46.19
44.0,20.4
39.9,14.1
68.99,14.23
159.9,13.42
199.0,17.15
120.0,13.75
120.0,13.75
74.9,16.28
27.9,19.39
99.9,14.28
29.99,6.6
34.99,9.9
15.75,14.52
15.75,14.52
19.99,14.1
189.9,19.38
189.9,19.38
149.94,40.66
149.94,40.66
149.94,40.66
149.94,40.66
